"item_id","pair_id","source_type","level","distractor_source_ids"
"hotpot-v42::5ab4341c55429942dd415ede","5ab4341c55429942dd415ede","bridge","hard","5a7ce444554299683c1c63c1;5ae66b055542995703ce8b61;5a7e782655429934daa2fc26"
"hotpot-v42::5a8ad59355429950cd6afba4","5a8ad59355429950cd6afba4","bridge","hard","5adf37785542992d7e9f92d3;5ae6316d5542996de7b71b87;5a74655b55429974ef308bf0"
"hotpot-v42::5ab7f2d05542993667794064","5ab7f2d05542993667794064","bridge","hard","5abffda6554299012d1db55b;5add9bfa5542990dbb2f7e85;5a8d40715542994ba4e3dc3a"
"hotpot-v42::5ae68fcb5542992ae0d1635b","5ae68fcb5542992ae0d1635b","bridge","hard","5adbe1b355429944faac23a0;5ae26fad554299495565da6f;5a7df1095542990b8f503afe"
"hotpot-v42::5a8f12705542997ba9cb31be","5a8f12705542997ba9cb31be","bridge","hard","5a793d335542994bb9456fca;5ab7ba4155429928e1fe38b2;5a7380e855429905862fe041"
"hotpot-v42::5a82a91155429940e5e1a911","5a82a91155429940e5e1a911","comparison","hard","5a863b87554299211dda2ab7;5ac0c3275542992a796ded7d;5a73b1855542992d56e7e388"
"hotpot-v42::5a8459aa5542996488c2e51e","5a8459aa5542996488c2e51e","bridge","hard","5ae2b83c5542992decbdcd7f;5a7b820c5542997c3ec971d8;5a8d8e4f5542994ba4e3dca7"
"hotpot-v42::5a7e02e05542995ed0d1667c","5a7e02e05542995ed0d1667c","comparison","hard","5a8727dd5542991e771816f8;5ab474b35542990594ba9c25;5ae358c05542990afbd1e10f"
"hotpot-v42::5abeab375542990832d3a091","5abeab375542990832d3a091","bridge","hard","5ab9ddaa5542994dbf019873;5ab6f17d5542995eadef00ee;5abe36aa5542993f32c2a08f"
"hotpot-v42::5adbdc8a55429944faac238e","5adbdc8a55429944faac238e","bridge","hard","5a7e3c6e5542994959419937;5ae81032554299540e5a572a;5a728f3c5542992359bc30f4"
"hotpot-v42::5a7dbb295542990b8f503a4b","5a7dbb295542990b8f503a4b","bridge","hard","5a84a1c85542992a431d1a7c;5ae74fb95542991e8301cc57;5ae455d45542996836b02c7b"
"hotpot-v42::5a7b76225542997c3ec9719c","5a7b76225542997c3ec9719c","comparison","hard","5a7c76275542990527d554b4;5ab8494d55429916710eb016;5adf95745542995534e8c7f8"
"hotpot-v42::5a8135cc55429903bc27b943","5a8135cc55429903bc27b943","bridge","hard","5a7ced4355429909bec76895;5ab3c48755429969a97a81b8;5ae6c2285542995703ce8b9a"
"hotpot-v42::5ac562115542993e66e823bf","5ac562115542993e66e823bf","bridge","hard","5a83eaae55429933447460b4;5ab209ec554299722f9b4ca2;5a7615fb5542992db9473727"
"hotpot-v42::5abd94525542992ac4f382d2","5abd94525542992ac4f382d2","bridge","hard","5a82e25555429954d2e2ebbf;5add56a85542992200553abe;5ae75a5a5542991bbc9761f3"
"hotpot-v42::5a7af1a955429931da12c98f","5a7af1a955429931da12c98f","comparison","hard","5a77731955429972597f1541;5ae7da705542993210983f96;5a79395455429970f5fffe7d"
"hotpot-v42::5a8b8f5b55429949d91db5e1","5a8b8f5b55429949d91db5e1","bridge","hard","5ac1a3665542994ab5c67daf;5a8d0e305542994ba4e3dbbe;5a75ac415542992d0ec05fdb"
"hotpot-v42::5abe5ee955429976d4830b03","5abe5ee955429976d4830b03","bridge","hard","5ab487765542990594ba9c4e;5a8642045542991e771815e2;5a80b9df5542992bc0c4a7ec"
"hotpot-v42::5a7b2144554299042af8f6f7","5a7b2144554299042af8f6f7","bridge","hard","5ab1e76c554299449642c800;5a8b99a45542997f31a41d7f;5a74994a55429974ef308c2e"
"hotpot-v42::5a75140b5542996c70cfae87","5a75140b5542996c70cfae87","bridge","hard","5add2b435542990d50227e11;5a7b2c9155429927d897bf51;5a7f40de5542992e7d278cc8"
"hotpot-v42::5a7e08305542995f4f4023ab","5a7e08305542995f4f4023ab","comparison","hard","5adec96e5542995534e8c712;5a8b452655429971feec468e;5ae267a35542992decbdccee"
"hotpot-v42::5a859a9c5542997175ce1fd6","5a859a9c5542997175ce1fd6","bridge","hard","5ae748d1554299572ea547b0;5a7bb52355429927d897c01a;5ac195455542991316484b40"
"hotpot-v42::5abec8e45542997ec76fd364","5abec8e45542997ec76fd364","bridge","hard","5a86f13c554299211dda2b5e;5a8318955542990548d0b177;5a7b4073554299042af8f733"
"hotpot-v42::5a83c9445542992ef85e2360","5a83c9445542992ef85e2360","bridge","hard","5a8dff3f5542995085b37370;5ab250b9554299722f9b4cd9;5a7f85505542995d8a8dde95"
"hotpot-v42::5a9023d355429916514e742f","5a9023d355429916514e742f","bridge","hard","5adcbb815542994ed6169bde;5ae5e8c85542996de7b71a69;5a886c0c55429938390d3f51"
"hotpot-v42::5a7e60a855429949594199ae","5a7e60a855429949594199ae","bridge","hard","5a89e3995542992e4fca844d;5ab4b7d15542996a3a969fbc;5a7148685542994082a3e761"
"hotpot-v42::5abcf9d155429959677d6b90","5abcf9d155429959677d6b90","bridge","hard","5a873ec75542996432c57244;5ae4cda05542990ba0bbb148;5ac4ecea55429919431739fd"
"hotpot-v42::5a85f4ec5542994775f606c6","5a85f4ec5542994775f606c6","bridge","hard","5adc6c4c5542994650320ce0;5ac194db55429964131be23a;5a85cd295542997175ce202b"
"hotpot-v42::5ae3dfb05542992e3233c490","5ae3dfb05542992e3233c490","bridge","hard","5adfd22255429906c02daa4f;5a8db348554299068b959dc2;5adbd3405542994650320bf8"
"hotpot-v42::5a78d2b955429974737f78c0","5a78d2b955429974737f78c0","bridge","hard","5ac2758b55429963665199c3;5ac259585542992f1f2b3868;5a8747915542994775f607bb"
"hotpot-v42::5a8fab8c5542995b4424208a","5a8fab8c5542995b4424208a","bridge","hard","5ac288a95542990b17b153e5;5ae5be02554299546bf82f3e;5a790d8f554299029c4b5eec"
"hotpot-v42::5ae7945d5542997b22f6a7ba","5ae7945d5542997b22f6a7ba","bridge","hard","5a839cb9554299123d8c2169;5ab4314955429942dd415ecd;5a7a69365542996c55b2dd9b"
"hotpot-v42::5abee69c5542993fe9a41d8b","5abee69c5542993fe9a41d8b","bridge","hard","5a8f05b1554299458435d517;5abcf5ec55429959677d6b76;5abeebe25542993fe9a41d9c"
"hotpot-v42::5a73583455429901807dafcf","5a73583455429901807dafcf","bridge","hard","5ab4475c5542996a3a969f6c;5adbe27c55429947ff173854;5adc94dc5542990d50227cad"
"hotpot-v42::5ae08a0455429924de1b70fc","5ae08a0455429924de1b70fc","bridge","hard","5ac39d22554299391541381f;5a8baf635542996e8ac889c6;5adcc7515542994ed6169bff"
"hotpot-v42::5ade450b5542997c77adedc5","5ade450b5542997c77adedc5","bridge","hard","5a88a42f554299206df2b317;5a7b7bed5542997c3ec971bc;5a81ebee554299676cceb16d"
"hotpot-v42::5ac4e9ab5542996feb3fe974","5ac4e9ab5542996feb3fe974","bridge","hard","5a89bb0b5542992e4fca83a0;5a71214d5542994082a3e5b9;5a7b2ec755429927d897bf53"
"hotpot-v42::5a7e6c725542991319bc94a4","5a7e6c725542991319bc94a4","comparison","hard","5ab294a6554299545a2cf9a6;5a7a0201554299029c4b5f9e;5adea2435542992fa25da7e4"
"hotpot-v42::5a73cf5e55429978a71e909f","5a73cf5e55429978a71e909f","bridge","hard","5add98ef5542997545bbbd82;5a72f1cf5542994cef4bc414;5adfa1f9554299025d62a308"
"hotpot-v42::5ac0cfb45542997d64295a58","5ac0cfb45542997d64295a58","bridge","hard","5a72830e5542994cef4bc2f9;5ade09a15542995b365fabdf;5a76334c5542994ccc918710"
"hotpot-v42::5a8010685542992bc0c4a69a","5a8010685542992bc0c4a69a","bridge","hard","5ab93262554299131ca422b6;5abaad5855429901930fa88f;5a83305d55429966c78a6b4a"
"hotpot-v42::5add5f925542997545bbbd48","5add5f925542997545bbbd48","comparison","hard","5a7f18a35542994959419aa6;5abe731255429965af743f0e;5ac406c155429919431738fc"
"hotpot-v42::5ae39f405542991a06ce9a02","5ae39f405542991a06ce9a02","bridge","hard","5abd6be55542993062266c89;5abb14a55542992ccd8e7f06;5ab7f27e5542991d322237d6"
"hotpot-v42::5a79cd665542994bb94570bf","5a79cd665542994bb94570bf","comparison","hard","5a8b99c355429950cd6afd28;5a74e5aa5542996c70cfae2e;5adccd795542990d50227d2c"
"hotpot-v42::5adebea1554299728e26c7b6","5adebea1554299728e26c7b6","bridge","hard","5a80b52f554299485f5986d6;5ab84d5a55429916710eb028;5ae1f2d4554299234fd04358"
"hotpot-v42::5ab741005542992aa3b8c800","5ab741005542992aa3b8c800","bridge","hard","5ab6a261554299710c8d1f07;5addfc425542997dc7907101;5a83108d55429966c78a6b1e"
"hotpot-v42::5adda7585542997dc790700c","5adda7585542997dc790700c","bridge","hard","5a8841195542994846c1ce65;5a72a3c45542994cef4bc3ac;5ae75c6e5542991bbc9761f8"
"hotpot-v42::5a8367c1554299334474600e","5a8367c1554299334474600e","bridge","hard","5ae7766455429952e35ea920;5ae0c29c5542993d6555ec46;5ae74818554299572ea547ad"
"hotpot-v42::5ac4f8705542995c82c4ad8d","5ac4f8705542995c82c4ad8d","bridge","hard","5ae49bb755429970de88d9d7;5a85cead5542991dd0999ea9;5ab44a775542991779162c57"
"hotpot-v42::5ae5d82f554299546bf82f9a","5ae5d82f554299546bf82f9a","bridge","hard","5ae3d5ec5542992f92d8238c;5a7663665542992d0ec060d3;5abdf7055542993f32c2a06c"
"hotpot-v42::5ae5feaf5542996de7b71ac6","5ae5feaf5542996de7b71ac6","bridge","hard","5a7587705542992db9473674;5a7750de55429966f1a36cf0;5a84cf175542992a431d1aa2"
"hotpot-v42::5a713a5a5542994082a3e6a9","5a713a5a5542994082a3e6a9","bridge","hard","5a73471a5542991f9a20c6d7;5abdf12255429976d4830a2f;5adf076f5542992d7e9f9277"
"hotpot-v42::5ac43530554299204fd21f0a","5ac43530554299204fd21f0a","bridge","hard","5adea83b55429975fa854f53;5abcffc2554299700f9d7951;5adf39d55542992d7e9f92e6"
"hotpot-v42::5ae505d355429908b63264e4","5ae505d355429908b63264e4","bridge","hard","5ab506a05542990594ba9cd6;5ae2dd2055429928c423950d;5ae75eb45542991bbc976201"
"hotpot-v42::5ac3f1c9554299204fd21ed4","5ac3f1c9554299204fd21ed4","bridge","hard","5ae532f85542990ba0bbb20a;5adfd0d455429942ec259b4d;5a7741775542994aec3b724f"
"hotpot-v42::5a70f0a75542994082a3e403","5a70f0a75542994082a3e403","bridge","hard","5a7fac0055429969796c1b1b;5ae26b5f5542992decbdccf8;5a88016b5542997e5c09a58a"
"hotpot-v42::5a7f63645542992e7d278cf1","5a7f63645542992e7d278cf1","comparison","hard","5a8f7c9a55429918e830d239;5a7c25895542997c3ec972e6;5ab674b7554299110f219a0c"
"hotpot-v42::5adeab4555429975fa854f5f","5adeab4555429975fa854f5f","bridge","hard","5ae62c385542995703ce8b3e;5a8f54165542992414482a52;5a75d8a3554299109176e5a6"
"hotpot-v42::5a739b1955429978a71e9044","5a739b1955429978a71e9044","bridge","hard","5a8c6342554299240d9c214a;5aba89365542994dbf019932;5aba8d4655429901930fa82b"
"hotpot-v42::5a80ae105542992bc0c4a7a2","5a80ae105542992bc0c4a7a2","comparison","hard","5ae7281c5542991e8301cb69;5abed7d75542990832d3a0f7;5ae4083755429970de88d885"
"hotpot-v42::5a8dee2455429917b4a5bce1","5a8dee2455429917b4a5bce1","bridge","hard","5a843de75542992ef85e23b4;5a7621bb554299109176e650;5a7780e855429949eeb29e9f"
"hotpot-v42::5adc459255429944faac24ad","5adc459255429944faac24ad","bridge","hard","5a85b2ac5542991dd0999e90;5ab3bacc55429969a97a8197;5ade0e115542995b365fabf3"
"hotpot-v42::5a7f9cb55542995d8a8ddec1","5a7f9cb55542995d8a8ddec1","comparison","hard","5ae70369554299572ea54683;5a80b35c5542992bc0c4a7b8;5ae444b55542996836b02c63"
"hotpot-v42::5a820cb355429903bc27ba2f","5a820cb355429903bc27ba2f","bridge","hard","5a83316b5542993344745fe5;5a792ad055429907847277d1;5a81ea115542995ce29dcc78"
"hotpot-v42::5abe369055429976d4830a8a","5abe369055429976d4830a8a","bridge","hard","5abd6cb955429933744ab7cd;5a7a919455429941d65f26b5;5a9073405542995b442420bb"
"hotpot-v42::5a834cea5542990548d0b1c6","5a834cea5542990548d0b1c6","bridge","hard","5ab9587d55429970cfb8ea7e;5a7d61645542997cc2c47455;5a72814f5542994cef4bc2eb"
"hotpot-v42::5a8e7c095542990e94052b22","5a8e7c095542990e94052b22","bridge","hard","5a8ba45b554299240d9c2051;5ac3a76e554299741d48a2be;5ab465095542991751b4d75a"
"hotpot-v42::5a74cfed5542993748c896ea","5a74cfed5542993748c896ea","comparison","hard","5a8cca64554299653c1aa125;5a7fb5ce5542994857a767ca;5adf98215542993344016d19"
"hotpot-v42::5a775bab5542994aec3b72a8","5a775bab5542994aec3b72a8","bridge","hard","5a7f7b365542992097ad2f80;5a810221554299260e20a1f9;5a81537355429926c1cdad20"
"hotpot-v42::5a87ab905542996e4f3088c1","5a87ab905542996e4f3088c1","bridge","hard","5ac0641f554299294b218fbe;5a7c646e55429907fabeef7c;5ade4801554299728e26c6ab"
"hotpot-v42::5a84a7f95542992a431d1a85","5a84a7f95542992a431d1a85","bridge","hard","5a8aa5835542996c9b8d5f4e;5a73f4f75542993a88ae2ebc;5a7e59c855429934daa2fc0f"
"hotpot-v42::5a7b69b155429927d897bfbc","5a7b69b155429927d897bfbc","bridge","hard","5a790e69554299148911f9d7;5a7a6c1a5542994f819ef1d5;5a7de14a5542991319bc93fc"
"hotpot-v42::5a7e31c055429934daa2fbee","5a7e31c055429934daa2fbee","comparison","hard","5abc23c45542993a06baf896;5ab67cf455429954757d3302;5a8a484f5542996c9b8d5e94"
"hotpot-v42::5ab1c6c5554299722f9b4c67","5ab1c6c5554299722f9b4c67","comparison","hard","5ab322b1554299194fa93570;5ab6c47e55429954757d3368;5ae4c2b95542995dadf243ef"
"hotpot-v42::5abdc18555429965af743e2b","5abdc18555429965af743e2b","bridge","hard","5a7149cf5542994082a3e773;5ab844815542992aa3b8c8af;5ae37ec25542990afbd1e178"
"hotpot-v42::5ae6fee3554299572ea54670","5ae6fee3554299572ea54670","bridge","hard","5a8c7623554299653c1aa07a;5ab467975542991751b4d75f;5ac42a64554299076e296d7b"
"hotpot-v42::5a8b3f8a5542995d1e6f131f","5a8b3f8a5542995d1e6f131f","bridge","hard","5ab611cc5542992aa134a411;5a85ae455542997175ce1ff0;5add23d05542994734353871"
"hotpot-v42::5a8595a85542992a431d1b48","5a8595a85542992a431d1b48","bridge","hard","5a7e21165542995ed0d166a2;5ab4fd0b55429942dd415fbb;5a8126265542995ce29dcbc9"
"hotpot-v42::5ab56200554299494045ef88","5ab56200554299494045ef88","bridge","hard","5a77724455429972597f153e;5ac42f42554299076e296d88;5a7a276d5542996c55b2dd27"
"hotpot-v42::5a760dcd5542994ccc9186a1","5a760dcd5542994ccc9186a1","bridge","hard","5a7717635542994aec3b71e3;5a7c465a5542990527d5547f;5ac41f1d5542991943173924"
"hotpot-v42::5add56ad5542992200553abf","5add56ad5542992200553abf","bridge","hard","5a7bbb64554299042af8f7cc;5a7e1b7155429965cec5ea6c;5ae6152d5542996de7b71b38"
"hotpot-v42::5ae3ff575542995dadf242aa","5ae3ff575542995dadf242aa","bridge","hard","5a7cb8bc554299452d57b9be;5ae5d7b755429929b08079cd;5adbfb3f55429947ff17388a"
"hotpot-v42::5a7125165542994082a3e5d0","5a7125165542994082a3e5d0","comparison","hard","5a85dfcc5542994775f60673;5a89e98955429946c8d6ea0c;5adbe75455429944faac23af"
"hotpot-v42::5abd2eb255429933744ab750","5abd2eb255429933744ab750","bridge","hard","5ab8680755429934fafe6da8;5ac5632e5542993e66e823d9;5ae54b6355429908b63265cc"
"hotpot-v42::5a8c78a8554299585d9e36bc","5a8c78a8554299585d9e36bc","bridge","hard","5a72a9ac5542991f9a20c55f;5a79dae35542994f819ef0d3;5aba52e655429939ce03dc94"
"hotpot-v42::5a83870f554299123d8c2149","5a83870f554299123d8c2149","bridge","hard","5ab8effd5542991b5579f062;5a8cac04554299240d9c21ce;5ac270e05542992f1f2b38c9"
"hotpot-v42::5a78db8055429970f5fffdb2","5a78db8055429970f5fffdb2","bridge","hard","5adf1b8a5542995534e8c750;5addbf645542997dc7907014;5a7a6ee75542996c55b2ddac"
"hotpot-v42::5adf32ee5542995534e8c767","5adf32ee5542995534e8c767","bridge","hard","5abcedb355429959677d6b4f;5ac11a8d5542992a796dedee;5a81736255429903bc27b96e"
"hotpot-v42::5a7fc03d5542992097ad2fbc","5a7fc03d5542992097ad2fbc","bridge","hard","5abd578a5542993062266c5d;5ae6143f5542996de7b71b2d;5a76a0005542993569682c64"
"hotpot-v42::5ac1c7605542994ab5c67e14","5ac1c7605542994ab5c67e14","bridge","hard","5a7c290c5542990527d55468;5a75321555429916b0164290;5ae35b6b5542990afbd1e116"
